external_gene_name;transcript_id;Isoform_id;gene_id;uniprotswissprot
RACGAP1;ENST00000427314;;ENSG00000161800;Q9H0H5
RACGAP1;ENST00000312377;;ENSG00000161800;Q9H0H5
RACGAP1;ENST00000454520;;ENSG00000161800;Q9H0H5
RACGAP1;ENST00000551016;;ENSG00000161800;Q9H0H5
RACGAP1;ENST00000547905;;ENSG00000161800;Q9H0H5
ENKD1;ENST00000243878;Q9H0I2-1;ENSG00000124074;Q9H0I2
CCDC113;ENST00000219299;Q9H0I3-1;ENSG00000103021;Q9H0I3
CCDC113;ENST00000443128;Q9H0I3-2;ENSG00000103021;Q9H0I3
TKTL2;ENST00000280605;;ENSG00000151005;Q9H0I9
QRICH2;ENST00000262765;Q9H0J4-1;ENSG00000129646;Q9H0J4
PARP12;ENST00000263549;;ENSG00000059378;Q9H0J9
SIK2;ENST00000304987;;ENSG00000170145;Q9H0K1
RSPH6A;ENST00000221538;;ENSG00000104941;Q9H0K4
PUS7L;ENST00000344862;Q9H0K6-1;ENSG00000129317;Q9H0K6
PUS7L;ENST00000416848;Q9H0K6-1;ENSG00000129317;Q9H0K6
PUS7L;ENST00000551923;Q9H0K6-1;ENSG00000129317;Q9H0K6
PUS7L;ENST00000431332;Q9H0K6-2;ENSG00000129317;Q9H0K6
CSTF2T;ENST00000331173;;ENSG00000177613;Q9H0L4
WWP1;ENST00000517970;Q9H0M0-1;ENSG00000123124;Q9H0M0
WWP1;ENST00000265428;Q9H0M0-1;ENSG00000123124;Q9H0M0
ZCWPW1;ENST00000398027;Q9H0M4-1;ENSG00000078487;Q9H0M4
ZCWPW1;ENST00000490721;Q9H0M4-4;ENSG00000078487;Q9H0M4
ZCWPW1;ENST00000360951;Q9H0M4-5;ENSG00000078487;Q9H0M4
ZNF700;ENST00000254321;;ENSG00000196757;Q9H0M5
RAB6C;ENST00000410061;;ENSG00000222014;Q9H0N0
PCBD2;ENST00000254908;;ENSG00000132570;Q9H0N5
PCBD2;ENST00000512783;;ENSG00000132570;Q9H0N5
NT5C3A;ENST00000643244;Q9H0P0-1;ENSG00000122643;Q9H0P0
NT5C3A;ENST00000409467;Q9H0P0-3;ENSG00000122643;Q9H0P0
CYRIA;ENST00000381323;;ENSG00000197872;Q9H0Q0
CYRIA;ENST00000406434;;ENSG00000197872;Q9H0Q0
FXYD6;ENST00000539526;Q9H0Q3-1;ENSG00000137726;Q9H0Q3
FXYD6;ENST00000260282;Q9H0Q3-1;ENSG00000137726;Q9H0Q3
FXYD6;ENST00000526014;Q9H0Q3-1;ENSG00000137726;Q9H0Q3
FXYD6;ENST00000527717;Q9H0Q3-1;ENSG00000137726;Q9H0Q3
FXYD6;ENST00000524656;Q9H0Q3-1;ENSG00000137726;Q9H0Q3
FXYD6;ENST00000530956;Q9H0Q3-1;ENSG00000137726;Q9H0Q3
AP5M1;ENST00000261558;Q9H0R1-1;ENSG00000053770;Q9H0R1
TMEM222;ENST00000611517;Q9H0R3-1;ENSG00000186501;Q9H0R3
TMEM222;ENST00000374076;Q9H0R3-1;ENSG00000186501;Q9H0R3
HDHD2;ENST00000300605;Q9H0R4-1;ENSG00000167220;Q9H0R4
GBP3;ENST00000370481;Q9H0R5-1;ENSG00000117226;Q9H0R5
QRSL1;ENST00000369046;Q9H0R6-1;ENSG00000130348;Q9H0R6
GABARAPL1;ENST00000266458;Q9H0R8-1;ENSG00000139112;Q9H0R8
GABARAPL1;ENST00000421801;Q9H0R8-2;ENSG00000139112;Q9H0R8
GABARAPL1;ENST00000543602;Q9H0R8-2;ENSG00000139112;Q9H0R8
GABARAPL1;ENST00000545887;Q9H0R8-1;ENSG00000139112;Q9H0R8
DDX47;ENST00000352940;Q9H0S4-2;ENSG00000213782;Q9H0S4
DDX47;ENST00000358007;Q9H0S4-1;ENSG00000213782;Q9H0S4
RAB17;ENST00000264601;Q9H0T7-1;ENSG00000124839;Q9H0T7
RAB17;ENST00000409822;Q9H0T7-2;ENSG00000124839;Q9H0T7
MAGT1;ENST00000618282;Q9H0U3-1;ENSG00000102158;Q9H0U3
MAGT1;ENST00000358075;Q9H0U3-1;ENSG00000102158;Q9H0U3
MAGT1;ENST00000373336;Q9H0U3-2;ENSG00000102158;Q9H0U3
RAB1B;ENST00000311481;;ENSG00000174903;Q9H0U4
MRPL18;ENST00000367034;;ENSG00000112110;Q9H0U6
TSPYL1;ENST00000368608;;ENSG00000189241;Q9H0U9
TMEM168;ENST00000312814;Q9H0V1-1;ENSG00000146802;Q9H0V1
TMEM168;ENST00000454074;Q9H0V1-1;ENSG00000146802;Q9H0V1
TMEM168;ENST00000447395;Q9H0V1-2;ENSG00000146802;Q9H0V1
LMAN2L;ENST00000264963;Q9H0V9-1;ENSG00000114988;Q9H0V9
LMAN2L;ENST00000377079;Q9H0V9-2;ENSG00000114988;Q9H0V9
CCDC8;ENST00000307522;;ENSG00000169515;Q9H0W5
THAP2;ENST00000308086;;ENSG00000173451;Q9H0W7
SMG9;ENST00000270066;Q9H0W8-1;ENSG00000105771;Q9H0W8
SMG9;ENST00000601170;Q9H0W8-2;ENSG00000105771;Q9H0W8
C11orf54;ENST00000528288;Q9H0W9-3;ENSG00000182919;Q9H0W9
C11orf54;ENST00000331239;Q9H0W9-1;ENSG00000182919;Q9H0W9
C11orf54;ENST00000528099;Q9H0W9-1;ENSG00000182919;Q9H0W9
C11orf54;ENST00000354421;Q9H0W9-1;ENSG00000182919;Q9H0W9
C11orf54;ENST00000540113;Q9H0W9-2;ENSG00000182919;Q9H0W9
FAM234A;ENST00000301679;Q9H0X4-2;ENSG00000167930;Q9H0X4
FAM234A;ENST00000399932;Q9H0X4-1;ENSG00000167930;Q9H0X4
FAM234A;ENST00000301678;Q9H0X4-1;ENSG00000167930;Q9H0X4
RNF208;ENST00000392827;;ENSG00000212864;Q9H0X6
RNF208;ENST00000391553;;ENSG00000212864;Q9H0X6
OSBPL5;ENST00000263650;Q9H0X9-1;ENSG00000021762;Q9H0X9
OSBPL5;ENST00000389989;Q9H0X9-2;ENSG00000021762;Q9H0X9
OSBPL5;ENST00000525498;Q9H0X9-3;ENSG00000021762;Q9H0X9
OSBPL5;ENST00000348039;Q9H0X9-2;ENSG00000021762;Q9H0X9
ATG10;ENST00000355178;Q9H0Y0-2;ENSG00000152348;Q9H0Y0
ATG10;ENST00000282185;Q9H0Y0-1;ENSG00000152348;Q9H0Y0
ATG10;ENST00000458350;Q9H0Y0-1;ENSG00000152348;Q9H0Y0
ATG10;ENST00000513443;Q9H0Y0-2;ENSG00000152348;Q9H0Y0
RBM38;ENST00000356208;Q9H0Z9-1;ENSG00000132819;Q9H0Z9
RBM38;ENST00000440234;Q9H0Z9-2;ENSG00000132819;Q9H0Z9
SIRPD;ENST00000381623;;ENSG00000125900;Q9H106
CST11;ENST00000377007;Q9H112-2;ENSG00000125831;Q9H112
CST11;ENST00000377009;Q9H112-1;ENSG00000125831;Q9H112
CSTL1;ENST00000246020;;ENSG00000125823;Q9H114
CSTL1;ENST00000347397;;ENSG00000125823;Q9H114
NAPB;ENST00000398425;Q9H115-3;ENSG00000125814;Q9H115
NAPB;ENST00000432543;Q9H115-2;ENSG00000125814;Q9H115
NAPB;ENST00000377026;Q9H115-1;ENSG00000125814;Q9H115
GZF1;ENST00000338121;Q9H116-1;ENSG00000125812;Q9H116
GZF1;ENST00000377051;Q9H116-1;ENSG00000125812;Q9H116
DNTTIP1;ENST00000372622;;ENSG00000101457;Q9H147
SLITRK2;ENST00000335565;Q9H156-1;ENSG00000185985;Q9H156
SLITRK2;ENST00000370490;Q9H156-1;ENSG00000185985;Q9H156
PCDHAC1;ENST00000409700;Q9H158-2;ENSG00000248383;Q9H158
PCDHAC1;ENST00000253807;Q9H158-1;ENSG00000248383;Q9H158
CDH19;ENST00000262150;Q9H159-1;ENSG00000071991;Q9H159
CDH19;ENST00000540086;Q9H159-2;ENSG00000071991;Q9H159
ING2;ENST00000302327;Q9H160-1;ENSG00000168556;Q9H160
ALX4;ENST00000652299;;ENSG00000052850;Q9H161
BCL11A;ENST00000356842;Q9H165-2;ENSG00000119866;Q9H165
BCL11A;ENST00000359629;Q9H165-3;ENSG00000119866;Q9H165
BCL11A;ENST00000642384;Q9H165-1;ENSG00000119866;Q9H165
BCL11A;ENST00000335712;Q9H165-6;ENSG00000119866;Q9H165
BCL11A;ENST00000409351;Q9H165-8;ENSG00000119866;Q9H165
STMN4;ENST00000350889;Q9H169-2;ENSG00000015592;Q9H169
STMN4;ENST00000519997;Q9H169-3;ENSG00000015592;Q9H169
STMN4;ENST00000265770;Q9H169-1;ENSG00000015592;Q9H169
STMN4;ENST00000523048;Q9H169-4;ENSG00000015592;Q9H169
ZBP1;ENST00000395822;Q9H171-7;ENSG00000124256;Q9H171
ZBP1;ENST00000371173;Q9H171-1;ENSG00000124256;Q9H171
ZBP1;ENST00000541799;Q9H171-6;ENSG00000124256;Q9H171
ABCG4;ENST00000619701;Q9H172-1;ENSG00000172350;Q9H172
ABCG4;ENST00000615496;Q9H172-1;ENSG00000172350;Q9H172
ABCG4;ENST00000622721;Q9H172-1;ENSG00000172350;Q9H172
SIL1;ENST00000394817;;ENSG00000120725;Q9H173
SIL1;ENST00000265195;;ENSG00000120725;Q9H173
CSRNP2;ENST00000228515;;ENSG00000110925;Q9H175
SDCBP2;ENST00000381812;Q9H190-1;ENSG00000125775;Q9H190
SDCBP2;ENST00000360779;Q9H190-1;ENSG00000125775;Q9H190
SDCBP2;ENST00000381808;Q9H190-3;ENSG00000125775;Q9H190
SDCBP2;ENST00000339987;Q9H190-1;ENSG00000125775;Q9H190
METTL9;ENST00000396014;Q9H1A3-2;ENSG00000197006;Q9H1A3
METTL9;ENST00000358154;Q9H1A3-1;ENSG00000197006;Q9H1A3
ANAPC1;ENST00000341068;;ENSG00000153107;Q9H1A4
XYLT2;ENST00000017003;Q9H1B5-1;ENSG00000015532;Q9H1B5
IRF2BPL;ENST00000238647;;ENSG00000119669;Q9H1B7
LPAR5;ENST00000431922;;ENSG00000184574;Q9H1C0
LPAR5;ENST00000329858;;ENSG00000184574;Q9H1C0
GLT8D2;ENST00000360814;;ENSG00000120820;Q9H1C3
GLT8D2;ENST00000546436;;ENSG00000120820;Q9H1C3
GLT8D2;ENST00000548660;;ENSG00000120820;Q9H1C3
UNC93B1;ENST00000227471;;ENSG00000110057;Q9H1C4
CYSTM1;ENST00000261811;;ENSG00000120306;Q9H1C7
TRPV6;ENST00000359396;Q9H1D0-1;ENSG00000165125;Q9H1D0
POLR3F;ENST00000377603;;ENSG00000132664;Q9H1D9
RNASE7;ENST00000298690;;ENSG00000165799;Q9H1E1
NUCKS1;ENST00000367142;Q9H1E3-1;ENSG00000069275;Q9H1E3
TMX4;ENST00000246024;;ENSG00000125827;Q9H1E5
WFDC10A;ENST00000372643;;ENSG00000180305;Q9H1F0
GTSF1L;ENST00000373005;Q9H1H1-2;ENSG00000124196;Q9H1H1
GTSF1L;ENST00000373003;Q9H1H1-1;ENSG00000124196;Q9H1H1
KIF13A;ENST00000378814;Q9H1H9-3;ENSG00000137177;Q9H1H9
KIF13A;ENST00000259711;Q9H1H9-1;ENSG00000137177;Q9H1H9
KIF13A;ENST00000378843;Q9H1H9-4;ENSG00000137177;Q9H1H9
KIF13A;ENST00000378826;Q9H1H9-2;ENSG00000137177;Q9H1H9
KIF13A;ENST00000502704;Q9H1H9-5;ENSG00000137177;Q9H1H9
ASCC2;ENST00000542393;Q9H1I8-3;ENSG00000100325;Q9H1I8
ASCC2;ENST00000307790;Q9H1I8-1;ENSG00000100325;Q9H1I8
ASCC2;ENST00000397771;Q9H1I8-1;ENSG00000100325;Q9H1I8
UPF3A;ENST00000375299;Q9H1J1-1;ENSG00000169062;Q9H1J1
UPF3A;ENST00000351487;Q9H1J1-2;ENSG00000169062;Q9H1J1
WNT8A;ENST00000398754;Q9H1J5-1;ENSG00000061492;Q9H1J5
WNT5B;ENST00000537031;;ENSG00000111186;Q9H1J7
WNT5B;ENST00000310594;;ENSG00000111186;Q9H1J7
WNT5B;ENST00000397196;;ENSG00000111186;Q9H1J7
RBSN;ENST00000253699;Q9H1K0-1;ENSG00000131381;Q9H1K0
RBSN;ENST00000476527;Q9H1K0-1;ENSG00000131381;Q9H1K0
ISCU;ENST00000311893;Q9H1K1-1;ENSG00000136003;Q9H1K1
ISCU;ENST00000392807;Q9H1K1-2;ENSG00000136003;Q9H1K1
SLC25A18;ENST00000399813;;ENSG00000182902;Q9H1K4
SLC25A18;ENST00000327451;;ENSG00000182902;Q9H1K4
TLNRD1;ENST00000267984;;ENSG00000140406;Q9H1K6
NUP62CL;ENST00000372466;Q9H1M0-1;ENSG00000198088;Q9H1M0
DEFB129;ENST00000246105;;ENSG00000125903;Q9H1M3
DEFB127;ENST00000382388;;ENSG00000088782;Q9H1M4
SLC35B3;ENST00000644923;Q9H1N7-1;ENSG00000124786;Q9H1N7
SLC35B3;ENST00000379660;Q9H1N7-1;ENSG00000124786;Q9H1N7
OSBPL2;ENST00000358053;Q9H1P3-2;ENSG00000130703;Q9H1P3
OSBPL2;ENST00000313733;Q9H1P3-1;ENSG00000130703;Q9H1P3
OSBPL2;ENST00000643412;Q9H1P3-1;ENSG00000130703;Q9H1P3
OSBPL2;ENST00000643981;Q9H1P3-1;ENSG00000130703;Q9H1P3
CIMIP1;ENST00000371168;;ENSG00000124237;Q9H1P6
PCED1A;ENST00000360652;Q9H1Q7-1;ENSG00000132635;Q9H1Q7
PCED1A;ENST00000356872;Q9H1Q7-2;ENSG00000132635;Q9H1Q7
DUSP15;ENST00000278979;Q9H1R2-1;ENSG00000149599;Q9H1R2
DUSP15;ENST00000398083;Q9H1R2-4;ENSG00000149599;Q9H1R2
DUSP15;ENST00000486996;Q9H1R2-4;ENSG00000149599;Q9H1R2
DUSP15;ENST00000398084;Q9H1R2-4;ENSG00000149599;Q9H1R2
DUSP15;ENST00000375966;Q9H1R2-2;ENSG00000149599;Q9H1R2
DUSP15;ENST00000339738;Q9H1R2-3;ENSG00000149599;Q9H1R2
MYLK2;ENST00000375994;;ENSG00000101306;Q9H1R3
MYLK2;ENST00000375985;;ENSG00000101306;Q9H1R3
MEGF9;ENST00000373930;;ENSG00000106780;Q9H1U4
SLC25A51;ENST00000377716;;ENSG00000122696;Q9H1U9
SLC25A51;ENST00000242275;;ENSG00000122696;Q9H1U9
SLC6A17;ENST00000331565;;ENSG00000197106;Q9H1V8
RSPH9;ENST00000372163;Q9H1X1-1;ENSG00000172426;Q9H1X1
RSPH9;ENST00000372165;Q9H1X1-2;ENSG00000172426;Q9H1X1
DNAJC25;ENST00000313525;Q9H1X3-1;ENSG00000059769;Q9H1X3
ATG5;ENST00000343245;Q9H1Y0-1;ENSG00000057663;Q9H1Y0
ATG5;ENST00000635758;Q9H1Y0-2;ENSG00000057663;Q9H1Y0
ATG5;ENST00000369076;Q9H1Y0-1;ENSG00000057663;Q9H1Y0
OPN3;ENST00000366554;Q9H1Y3-1;ENSG00000054277;Q9H1Y3
WDR13;ENST00000218056;;ENSG00000101940;Q9H1Z4
WDR13;ENST00000376729;;ENSG00000101940;Q9H1Z4
ECRG4;ENST00000238044;;ENSG00000119147;Q9H1Z8
EPN3;ENST00000268933;Q9H201-1;ENSG00000049283;Q9H201
MED28;ENST00000237380;;ENSG00000118579;Q9H204
OR2AG1;ENST00000641258;;ENSG00000279486;Q9H205
OR10A5;ENST00000299454;;ENSG00000166363;Q9H207
OR10A2;ENST00000641461;;ENSG00000170790;Q9H208
OR10A4;ENST00000379829;;ENSG00000170782;Q9H209
OR2D2;ENST00000299459;;ENSG00000166368;Q9H210
CDT1;ENST00000301019;;ENSG00000167513;Q9H211
MAGEH1;ENST00000342972;;ENSG00000187601;Q9H213
ABCG8;ENST00000272286;Q9H221-1;ENSG00000143921;Q9H221
ABCG5;ENST00000405322;Q9H222-1;ENSG00000138075;Q9H222
EHD4;ENST00000220325;;ENSG00000103966;Q9H223
GBA3;ENST00000709220;;ENSG00000291927;Q9H227
S1PR5;ENST00000333430;Q9H228-1;ENSG00000180739;Q9H228
S1PR5;ENST00000439028;Q9H228-1;ENSG00000180739;Q9H228
PORCN;ENST00000359882;Q9H237-3;ENSG00000102312;Q9H237
PORCN;ENST00000326194;Q9H237-1;ENSG00000102312;Q9H237
PORCN;ENST00000355961;Q9H237-2;ENSG00000102312;Q9H237
PORCN;ENST00000683923;Q9H237-4;ENSG00000102312;Q9H237
PORCN;ENST00000361988;Q9H237-4;ENSG00000102312;Q9H237
PORCN;ENST00000537758;Q9H237-4;ENSG00000102312;Q9H237
PORCN;ENST00000367574;Q9H237-4;ENSG00000102312;Q9H237
MMP28;ENST00000611911;Q9H239-1;ENSG00000278843;Q9H239
MMP28;ENST00000632360;Q9H239-2;ENSG00000278843;Q9H239
MMP28;ENST00000605424;Q9H239-1;ENSG00000271447;Q9H239
MMP28;ENST00000612672;Q9H239-2;ENSG00000271447;Q9H239
P2RY12;ENST00000302632;;ENSG00000169313;Q9H244
C1orf21;ENST00000235307;;ENSG00000116667;Q9H246
CDH23;ENST00000224721;Q9H251-1;ENSG00000107736;Q9H251
CDH23;ENST00000461841;Q9H251-5;ENSG00000107736;Q9H251
CDH23;ENST00000398788;Q9H251-7;ENSG00000107736;Q9H251
CDH23;ENST00000619887;Q9H251-9;ENSG00000107736;Q9H251
KCNH6;ENST00000456941;Q9H252-2;ENSG00000173826;Q9H252
KCNH6;ENST00000581784;Q9H252-2;ENSG00000173826;Q9H252
KCNH6;ENST00000580652;Q9H252-3;ENSG00000173826;Q9H252
KCNH6;ENST00000583023;Q9H252-1;ENSG00000173826;Q9H252
SPTBN4;ENST00000352632;Q9H254-1;ENSG00000160460;Q9H254
SPTBN4;ENST00000598249;Q9H254-1;ENSG00000160460;Q9H254
SPTBN4;ENST00000392023;Q9H254-5;ENSG00000160460;Q9H254
OR51E2;ENST00000641638;;ENSG00000167332;Q9H255
OR51E2;ENST00000396950;;ENSG00000167332;Q9H255
CARD9;ENST00000371732;Q9H257-1;ENSG00000187796;Q9H257
CARD9;ENST00000371734;Q9H257-2;ENSG00000187796;Q9H257
VPS33B;ENST00000333371;Q9H267-1;ENSG00000184056;Q9H267
VPS16;ENST00000380469;Q9H269-2;ENSG00000215305;Q9H269
VPS16;ENST00000380445;Q9H269-1;ENSG00000215305;Q9H269
IL25;ENST00000397242;Q9H293-2;ENSG00000166090;Q9H293
IL25;ENST00000329715;Q9H293-1;ENSG00000166090;Q9H293
DCSTAMP;ENST00000622554;Q9H295-2;ENSG00000164935;Q9H295
DCSTAMP;ENST00000297581;Q9H295-1;ENSG00000164935;Q9H295
DCSTAMP;ENST00000517991;Q9H295-2;ENSG00000164935;Q9H295
SH3BGRL3;ENST00000270792;;ENSG00000142669;Q9H299
ALDH8A1;ENST00000265605;Q9H2A2-1;ENSG00000118514;Q9H2A2
ALDH8A1;ENST00000367845;Q9H2A2-2;ENSG00000118514;Q9H2A2
ALDH8A1;ENST00000367847;Q9H2A2-4;ENSG00000118514;Q9H2A2
NEUROG2;ENST00000313341;;ENSG00000178403;Q9H2A3
CXCL16;ENST00000293778;;ENSG00000161921;Q9H2A7
CXCL16;ENST00000574412;;ENSG00000161921;Q9H2A7
CHST8;ENST00000438847;;ENSG00000124302;Q9H2A9
CHST8;ENST00000262622;;ENSG00000124302;Q9H2A9
CHST8;ENST00000650847;;ENSG00000124302;Q9H2A9
CHST8;ENST00000434302;;ENSG00000124302;Q9H2A9
SYT4;ENST00000255224;Q9H2B2-1;ENSG00000132872;Q9H2B2
SYT4;ENST00000590752;Q9H2B2-2;ENSG00000132872;Q9H2B2
SLC26A1;ENST00000398520;Q9H2B4-2;ENSG00000145217;Q9H2B4
SLC26A1;ENST00000622731;Q9H2B4-2;ENSG00000145217;Q9H2B4
SLC26A1;ENST00000398516;Q9H2B4-1;ENSG00000145217;Q9H2B4
SLC26A1;ENST00000361661;Q9H2B4-1;ENSG00000145217;Q9H2B4
GAN;ENST00000648994;;ENSG00000261609;Q9H2C0
LHX5;ENST00000261731;;ENSG00000089116;Q9H2C1
ARV1;ENST00000310256;;ENSG00000173409;Q9H2C2
OR52A5;ENST00000642125;;ENSG00000171944;Q9H2C5
OR52A5;ENST00000307388;;ENSG00000171944;Q9H2C5
SLC25A32;ENST00000297578;;ENSG00000164933;Q9H2D1
TRIOBP;ENST00000644935;Q9H2D6-1;ENSG00000100106;Q9H2D6
TRIOBP;ENST00000403663;Q9H2D6-7;ENSG00000100106;Q9H2D6
TRIOBP;ENST00000407319;Q9H2D6-6;ENSG00000100106;Q9H2D6
SEMA6A;ENST00000343348;Q9H2E6-1;ENSG00000092421;Q9H2E6
SEMA6A;ENST00000257414;Q9H2E6-2;ENSG00000092421;Q9H2E6
SEMA6A;ENST00000510263;Q9H2E6-1;ENSG00000092421;Q9H2E6
HSD3B7;ENST00000262520;Q9H2F3-2;ENSG00000099377;Q9H2F3
HSD3B7;ENST00000297679;Q9H2F3-1;ENSG00000099377;Q9H2F3
EPC1;ENST00000319778;Q9H2F5-2;ENSG00000120616;Q9H2F5
EPC1;ENST00000375110;Q9H2F5-3;ENSG00000120616;Q9H2F5
EPC1;ENST00000263062;Q9H2F5-1;ENSG00000120616;Q9H2F5
CCDC68;ENST00000591504;;ENSG00000166510;Q9H2F9
CCDC68;ENST00000337363;;ENSG00000166510;Q9H2F9
CCDC68;ENST00000432185;;ENSG00000166510;Q9H2F9
SLK;ENST00000369755;Q9H2G2-1;ENSG00000065613;Q9H2G2
SLK;ENST00000335753;Q9H2G2-2;ENSG00000065613;Q9H2G2
TSPYL2;ENST00000375442;;ENSG00000184205;Q9H2G4
BLZF1;ENST00000367807;Q9H2G9-2;ENSG00000117475;Q9H2G9
BLZF1;ENST00000329281;Q9H2G9-1;ENSG00000117475;Q9H2G9
BLZF1;ENST00000367808;Q9H2G9-1;ENSG00000117475;Q9H2G9
PPIL3;ENST00000392283;Q9H2H8-1;ENSG00000240344;Q9H2H8
PPIL3;ENST00000286175;Q9H2H8-2;ENSG00000240344;Q9H2H8
PPIL3;ENST00000409449;Q9H2H8-2;ENSG00000240344;Q9H2H8
SLC38A1;ENST00000398637;;ENSG00000111371;Q9H2H9
SLC38A1;ENST00000549049;;ENSG00000111371;Q9H2H9
SLC38A1;ENST00000439706;;ENSG00000111371;Q9H2H9
SLC38A1;ENST00000546893;;ENSG00000111371;Q9H2H9
LRMDA;ENST00000372499;;ENSG00000148655;Q9H2I8
PDCL3;ENST00000264254;;ENSG00000115539;Q9H2J4
SLC6A15;ENST00000266682;Q9H2J7-1;ENSG00000072041;Q9H2J7
SLC6A15;ENST00000680963;Q9H2J7-1;ENSG00000072041;Q9H2J7
SLC6A15;ENST00000681106;Q9H2J7-1;ENSG00000072041;Q9H2J7
SLC6A15;ENST00000681721;Q9H2J7-1;ENSG00000072041;Q9H2J7
SLC6A15;ENST00000552192;Q9H2J7-3;ENSG00000072041;Q9H2J7
SLC6A15;ENST00000681688;Q9H2J7-2;ENSG00000072041;Q9H2J7
SLC6A15;ENST00000450363;Q9H2J7-2;ENSG00000072041;Q9H2J7
MTIF3;ENST00000381116;;ENSG00000122033;Q9H2K0
MTIF3;ENST00000381120;;ENSG00000122033;Q9H2K0
MTIF3;ENST00000405591;;ENSG00000122033;Q9H2K0
TNKS2;ENST00000371627;;ENSG00000107854;Q9H2K2
TAOK3;ENST00000419821;;ENSG00000135090;Q9H2K8
TAOK3;ENST00000392533;;ENSG00000135090;Q9H2K8
TMEM60;ENST00000257663;;ENSG00000135211;Q9H2L4
RASSF4;ENST00000340258;Q9H2L5-1;ENSG00000107551;Q9H2L5
BHMT2;ENST00000255192;Q9H2M3-1;ENSG00000132840;Q9H2M3
BHMT2;ENST00000521567;Q9H2M3-2;ENSG00000132840;Q9H2M3
RAB3GAP2;ENST00000358951;Q9H2M9-1;ENSG00000118873;Q9H2M9
ADNP;ENST00000371602;;ENSG00000101126;Q9H2P0
ADNP;ENST00000621696;;ENSG00000101126;Q9H2P0
ADNP;ENST00000396029;;ENSG00000101126;Q9H2P0
ADNP;ENST00000396032;;ENSG00000101126;Q9H2P0
ADNP;ENST00000349014;;ENSG00000101126;Q9H2P0
DPH5;ENST00000370109;Q9H2P9-1;ENSG00000117543;Q9H2P9
DPH5;ENST00000427040;Q9H2P9-1;ENSG00000117543;Q9H2P9
DPH5;ENST00000342173;Q9H2P9-6;ENSG00000117543;Q9H2P9
DPH5;ENST00000488176;Q9H2P9-1;ENSG00000117543;Q9H2P9
KLK15;ENST00000598239;Q9H2R5-1;ENSG00000174562;Q9H2R5
KLK15;ENST00000695965;Q9H2R5-4;ENSG00000174562;Q9H2R5
KLK15;ENST00000695998;Q9H2R5-5;ENSG00000174562;Q9H2R5
KLK15;ENST00000326856;Q9H2R5-5;ENSG00000174562;Q9H2R5
KCNN2;ENST00000503706;Q9H2S1-2;ENSG00000080709;Q9H2S1
RNF39;ENST00000456156;Q9H2S5-1;ENSG00000235022;Q9H2S5
RNF39;ENST00000442063;Q9H2S5-2;ENSG00000235022;Q9H2S5
RNF39;ENST00000425956;Q9H2S5-1;ENSG00000227171;Q9H2S5
RNF39;ENST00000442378;Q9H2S5-2;ENSG00000227171;Q9H2S5
RNF39;ENST00000417541;;ENSG00000237733;Q9H2S5
RNF39;ENST00000449145;;ENSG00000237733;Q9H2S5
RNF39;ENST00000441449;Q9H2S5-2;ENSG00000236967;Q9H2S5
RNF39;ENST00000450015;Q9H2S5-1;ENSG00000236967;Q9H2S5
RNF39;ENST00000451425;Q9H2S5-2;ENSG00000230332;Q9H2S5
RNF39;ENST00000432647;Q9H2S5-1;ENSG00000230332;Q9H2S5
RNF39;ENST00000376750;;ENSG00000206500;Q9H2S5
RNF39;ENST00000457092;Q9H2S5-2;ENSG00000230467;Q9H2S5
RNF39;ENST00000376751;;ENSG00000204618;Q9H2S5
RNF39;ENST00000244360;;ENSG00000204618;Q9H2S5
TNMD;ENST00000373031;Q9H2S6-1;ENSG00000000005;Q9H2S6
IKZF4;ENST00000262032;Q9H2S9-1;ENSG00000123411;Q9H2S9
IKZF4;ENST00000431367;Q9H2S9-1;ENSG00000123411;Q9H2S9
IKZF4;ENST00000547167;Q9H2S9-1;ENSG00000123411;Q9H2S9
RANBP17;ENST00000523189;Q9H2T7-1;ENSG00000204764;Q9H2T7
DHX36;ENST00000496811;Q9H2U1-1;ENSG00000174953;Q9H2U1
DHX36;ENST00000308361;Q9H2U1-3;ENSG00000174953;Q9H2U1
DHX36;ENST00000329463;Q9H2U1-2;ENSG00000174953;Q9H2U1
PPA2;ENST00000341695;Q9H2U2-1;ENSG00000138777;Q9H2U2
PPA2;ENST00000348706;Q9H2U2-3;ENSG00000138777;Q9H2U2
PPA2;ENST00000354147;Q9H2U2-4;ENSG00000138777;Q9H2U2
PPA2;ENST00000432483;Q9H2U2-6;ENSG00000138777;Q9H2U2
ADAM7;ENST00000441335;Q9H2U9-2;ENSG00000069206;Q9H2U9
ADAM7;ENST00000175238;Q9H2U9-1;ENSG00000069206;Q9H2U9
SPNS1;ENST00000311008;Q9H2V7-1;ENSG00000169682;Q9H2V7
SPNS1;ENST00000323081;Q9H2V7-4;ENSG00000169682;Q9H2V7
SPNS1;ENST00000334536;Q9H2V7-2;ENSG00000169682;Q9H2V7
SPNS1;ENST00000352260;Q9H2V7-3;ENSG00000169682;Q9H2V7
MS4A6A;ENST00000528851;Q9H2W1-2;ENSG00000110077;Q9H2W1
MS4A6A;ENST00000420732;Q9H2W1-3;ENSG00000110077;Q9H2W1
MS4A6A;ENST00000530839;Q9H2W1-1;ENSG00000110077;Q9H2W1
MS4A6A;ENST00000412309;Q9H2W1-5;ENSG00000110077;Q9H2W1
